url,label
katemobile.ru,0
cwer.ws,0
rbreezy.xyz,0
eporcha.info,0
signin.eby.de.7ki9g1ihnvzqsos.civpro.co.za,1
vancenurkala.com/Drum_resume.html,1
farmacing.es,0
todalaprensa.com,0
legendusashirt.com,0
www.cheviotsheep.org/society/index.html,1
monsterpreps.com/high-schools/paul-m-hodgson-vocational-technical-high-school-newark.htm,1
tristatefoliagewonder.com/updateaol.com/updateaol/login.psp.htm,1
pishposhpaints.com/search-by-artist/issacher-ber-ryback-1.html,1
ipcoco.cn,0
swojskiwyrob.pl,0
evri.com/organization/naval-air-force-0x54ea7d,1
judgeangelaking.net/,1
24ora.com,0
backpacks4less.com,0
www.silverleon.com/~amfaceli/webscr.php,1
doctorsantis.cl/images/00/8ab77fdc04514dd52425f22a239b497b/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
securiteinfo.com,0
mist.com,0
pingsplat.net,0
allianz.co,0
adguard.info,0
elogic.it,0
ultiproservices.com,0
pittsburghsportsdailybulletin.wordpress.com/2011/11/14/edmund-nelson-steelers-defensive-lineman-1982-1987-steelers-commentator/,1
maxsun435.online,0
ndftg.co.uk,1
overshootday.org,0
pages.foton.be/catalog,1
linkedin.com/pub/dir/pierre/desjardins,1
wearenotmartha.com,0
http://www.alorenademalaga.com/index.php/aceituna-alorena/la-variedad,1
gazette.com,0
stadt-brandenburg.de,0
tengahealthcare.com,0
sozialgerichtsbarkeit.de,0
famouspeoplebiographyguide.com/athlete/tennis/andy-roddick/Andy-Roddick-Facts.html,1
wiki.answers.com/Q/Where_is_the_Expo_67,1
filmy4waps.pro,0
kupahrej.cz,0
http://www.briard-stark.de/index.php,1
www.bixoft.nl/english/license.htm,1
hotmart.host,0
linkedin.com/company/universal-pictures,1
u2678.cn,0
geology.com/county-map/ohio.shtml,1
www.meredy.com/themes.html,1
creditcards.com/credit-card-news/expert-qa-bankruptcy-attorney-ted-connolly-1272.php,1
bramzq9.com,0
archives.ncdcr.gov/ffc/Flight/Aviation/MAIN_PAGE.html,1
cielopremiosferias2013.allalla.com/cadastro/seguro1.html?id=Z0IASP7DWTGUOFAFYOPSJHEWKFCI5Q741PDSEK6ADM632FH158TNO8J9MWRQNXTNN8F2RLC69I8AYPA3W4PKA0TW6KNSIGG7OV8FHKLP3SZ1IA3EDSZN2TK8D91WPG3DCATUUEJX8JYPU158T4VVWG3AO48DJ0QWKKQF,1
mnogochat.com,0
grandhotel.com,0
mongolia-expeditions.com,0
parsipress.ir,0
connect.in.com/pierrette-alarie/profile-223719.html,1
myfirstname.rocks,0
smmretail.ru,0
servo.link,0
garyswine.com,0
haghighatemahz.com,0
meo.fr,0
highgear.app,0
familytreemaker.genealogy.com/users/k/e/n/Glenn--Kennedy/WEBSITE-0001/UHP-Index.html,1
randu.lt,0
biodiversitylibrary.org/item/113350,1
ostroapi.com,0
55sim.xyz,0
eventim.com.br,0
http://www.gsmkamera.hu/index.php?page=shop.ask&flypage=flypage.tpl&product_id=3&category_id=1&option=com_virtuemart&Itemid=7,1
http://www.kst365.com/js/?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;amp;bjurezwamp;ssl=0&amp;amp;dest,1
miawbet121.com,0
pioneermemorial.org/,1
ling.umontreal.ca/lhomme/mcl-eng.html,1
flixster.com/actor/genevieve-bujold-photos,1
muebles1click.com,0
alador.space,0
dumbalag.com,0
georgiapower.com,0
articles.sfgate.com/2011-08-07/entertainment/29857602_1_oakland-raiders-new-owners-sound-management,1
www.surfsidesoftware.com/product_lighthouse.htm,1
hieuthoi.com,1
skybluehockey.wordpress.com/2011/10/21/next-in-sky-blue-hockey-22nd23rd-oct/,1
cakehr.biz,0
techcrunch.com/2011/09/30/disney-mobile-japan-announces-two-cute-android-phones/,1
plando.co.il,0
rosnefteflot.ru,0
desocialekaart.be,0
https://toulousa.com/omg/432EYJSFYHMS.exe,1
kogetsu-ec.com,0
en.wikipedia.org/wiki/Mark_Bergman,1
canceledpayment.com,1
animevsub.onl,0
tmi.me/hJKsv,1
gremmert.com/getperson.php?personID=I22796&tree=ardeneva,1
begroup.team,0
opus1.io,0
epochio.com,0
detroitwheelandtire.com,0
evolve-rp.net,0
http://osheoufhusheoghuesd.ru/m.exe,1
scoalanoua.ro,0
http://www.schuetzenverein-beelen.de/x.txt,1
http://www.eidondigitalgallery.it/index.php?option=com_content&view=article&id=78&Itemid=82&limitstart=2,1
onlinebooks.library.upenn.edu/authors.html,1
sql.com.my,0
datacredito3.com,0
houstoncountyga.org,0
spbrelax.one,0
textmark.ru,0
toysoldiersforsale.net/grenadier-guard/,1
chicagoairbrushsupply.com/kufx4aist.html,1
http://gleitschirmfluege.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL2dsZWl0c2NoaXJtZmx1ZWdlLmNvbS9kYXMtZmx1Z2dlYmlldC84LXNjaGxlY2h0ZXMtd2V0dGVyLXp3aW5ndC16dXItcGF1c2U=,1
cruisedesk.com,0
huntoffice.co.uk,0
myguestlist.com.au,0
dubvee.org,0
http://jssk.de/index.php?option=com_content&view=article&id=4:studienarbeit&catid=3:studienarbeit&Itemid=4,1
http://www.fdp-muenchen-west.de/index.php?option=com_content&view=article&id=177&Itemid=29,1
collegeprofiles.com/loyolacollege.html,1
www.cumbria-industries.org.uk/rusland.htm,1
http://thechive.com/2015/03/23/reload-for-another-workweek-with-some-uplifting-flbp-45-photos/,1
sanlioglubilisim.com.tr,0
kumarans.org,0
casinoserver.net/wp-includes/8102022121/143493053/,1
ancient8.gg,0
druglibrary.org/schaffer/library/studies/ledain/ldctoc.html,1
diystompboxes.com,0
torrentcrazy.com/e16/torrents/enslaved-odyssey-to-the-west-official-soundtrack,1
dadinthebox.com/old_aol.1.3/?Lis=10&amp;Login&amp;LigertID=1993745&amp;us=1,1
kat.ph/cattle-decapitation-the-harvest-floor-2009-t2040306.html,1
123people.ca/s/chantal+derome,1
pooterland.com/index2/looking_glass/tom_constanten/tom_constanten.html,1
villagevoice.com/related/to/Dov+Charney/,1
www.jupiter-ace.co.uk/emulators_win.html#spudace,1
saibabaofindia.com/mr-Isaac-tigrett-video-talk-given-in-dallas-usa.htm,1
http://pornsharing.com/beautiful-girl-daisy-summers-shows-off-her-curves-outside_v78028,1
hupso.com,0
lordfilm-rq.ru,0
parimatch-bet.in,0
conbridge.co.kr,0
vhcanada.com,0
pipl.com/directory/name/Dix/Ralph,1
webmavens.com,0
heroturko.com/sound/72143-lhasa-de-sela-lhasa.html,1
zeus4dlogin.org,0
akcdn.net,0
dg-club.co.in,0
iconvehicledynamics.com,0
randexpr.com/css/123659854/12568954120/security/login.php,1
88x666.com,0
zurich.es,0
triolan.net,0
umwelt-online.de,0
divar.dev,0
mega-sim.de,0
flowlinesnow.com,0
tecnofacil.com.gt,0
pipl.com/directory/people/Thomas/Diamante,1
luggo.com.br,0
reaqta.io,0
thefullwiki.org/The_Roots,1
trisquel.info,0
isthisyour.name/directory/fullnames/fe~bowser.htm,1
en.wikipedia.org/wiki/Abdul_Alim_Musa,1
dallasnews.com/entertainment/books/20110912-book-reviews-americas-quarterback-by-keith-dunnavant-and-lombardi-and-landry-by-ernie-palladino.ece,1
robben-island.org.za,0
michigan.hometownlocator.com/mi/osceola/sears.cfm,1
llm-guide.com,0
ns3web.org,0
diocesismalaga.es,0
http://goldenheart.com.mx/compra-de-oro/index.php?option=com_contact&view=contact&id=2&Itemid=236,1
minsk-kot.ru,0
adidas.com.hk,0
www.rivermill.org/Pages/history.html,1
buildzoom.com,0
fiestamericanatravelty.com,0
http://nypost.com/2015/05/12/the-surprising-truth-about-the-bible-modern-bigotry/?share=email,1
distrisantiago.es,0
games.goodhousekeeping.com/,1
takr.xyz,0
cclaw.org.cn,0
rookiestars.com/hockey/hockey-1995-1999/,1
eshwaricottage.in/test/creadit.php,1
yourtv.com.au,0
nargileshop.de,0
freedomx.net,0
paulmobley.com/usc1/index.html,1
davidalancone.blogspot.com/,1
https://www.tvr.cl/nakideeda/alrt/indexconfirm.php,1
injuhg.com,1
prichernomorie.com.ua,0
educations.es,0
http://babal.net/books/view/1334/%D8%AA%D8%B9%D9%84%D9%85-%D8%AA%D9%86%D8%B5%D9%8A%D8%A8-%D8%A7%D9%84%D9%84%D9%8A%D9%86%D9%83%D8%B3-%D8%B1%D9%8A%D8%AA-%D9%87%D8%A7%D8%AA-8,1
http://bdnews24.com/health/2015/05/14/how-dna-sequencing-is-transforming-the-hunt-for-new-drugs,1
charliegraingers.com,0
femscat.com,0
inventaa.in,0
q9game.bet,0
zhanyueyy.com,0
abhibus.com,0
kiteexch.live,0
dnscek.com,0
adau.net.id,0
clubhouse.ca,0
fivefish.org,0
foxporn.tv,0
gak.co.uk,0
betsnationprox.com,0
classmates.com/directory/public/memberprofile/list.htm?regId=7116343746,1
pastehtml.com/view/bow7vyrtq.html,1
myheritage.sk,0
www.darkbrothers.yoyo.pl/,1
tetakawi.com,0
flogarden.ru/wp-includes/js/thickbox/co-operativeinvestments.co.uk.htm,1
nic.glass,0
goodreads.com/author/show/209683.Cherie_Carter_Scott,1
sfmctest.com,0
naturecan-fitness.jp,0
stressfreecarrental.com,0
youngadventuress.com,0
sanita.puglia.it,0
skfglglqvi.net,0
imdb.com/name/nm0232574/,1
dailino3.cn,0
imdb.com/name/nm0634368/,1
vandebron.nl,0
conexaoplaneta.com.br,0
kagifeedback.org,0
yosemite.epa.gov/opa/admpress.nsf/b1ab9f485b098972852562e7004dc686/3bf48e43351e730d85256b2100644bb0?OpenDocument,1
sugarrush-demo.com,0
aauw.org,0
http://appelboerderij.nl/kampeerboerderij-/1-kampeerboerderij/detail/50-appelboerderij0004,1
laptopmag.com/,1
worldkast.net,0
http://naturescompound.com/index.php?option=com_content&view=article&id=3&Itemid=6,1
wjcasino125.com,0
domesticmilfs.com,0
linkedin.com/pub/robert-mcnamara/2/512/ba6,1
courier-journal.com/article/20111115/SPORTS11/311150065/Recruiting-Insider-Arkansas-top-20-prospect-Archie-Goodwin-signs-Kentucky-basketball,1
songteksten.net,0
cjonline.com,0
kowsar-hospital.ir,0
abruzzoweb.it,0
theatreroyal.org.uk,0
m24.com.uy,0
citycard.ru,0
arcadiaanalytics.com,0
campinglerici.com/english/,1
vmlr4.com,0
pornxp.eu,0
smartwatermagazine.com,0
eracrc.com/agents.html,1
georgeatwood.com,0
absoluteastronomy.com/topics/NBC_Weather_Plus,1
users.ecs.soton.ac.uk/kst/adampi.htm,1
lleana.com,0
usespeak.com,0
http://financialaidtips.com/component/search/index.html?searchword=admission&submit=Rechercher&searchphrase=any&ordering=newest,1
newyork.sbnation.com/new-york-red-bulls/2011/2/10/1986813/new-york-red-bulls-announce-2011-schedule-2011-mls-all-star-game,1
http://www.rion.gov.gr/Default.aspx?tabid=314,1
go-vip.net,0
candsmasonryrestoration.net,1
ciklaorejom.my03.com/was/u.php,1
uazi.cn,0
www.nottingham.ac.uk/cs/,1
dramaguildnw.blogspot.com/,1
accommodation-all-scotland.com/region/highland/list0.php,1
weleague.jp,0
en.wikipedia.org/wiki/It%27s_Kind_of_a_Funny_Story,1
julialang.org,0
tripadvisor.in/ShowUserReviews-g155032-d155250-r71194840-Montreal_Museum_of_Fine_Arts_Musee_des_Beaux_Arts-Montreal_Quebec.html,1
http://susanbroccoli.com/index.php?option=com_content&view=article&id=17&Itemid=49,1
www.eastgate.com/storyspace/,1
sanfrancisco.menupages.com/restaurants/thai-house-express-2/,1
adelbridge.com,0
www649.paypal.ca.65493.securessl-710.mx/js/web.apps/ca/m.pp/?cmnd=_lg&action=_edit,1
csgrid.org,0
installeranalytics.com,0
reportablenews.com,0
fentybeauty.com,0
jane-finch.com/interviews.htm,1
cactus-telegram-casino.site,0
legacy.com/obituaries/montrealgazette/obituary.aspx?n=roger-o-beauchemin&pid=153382536&fhid=10783,1
http://www.jardinerie-beloeil.be/index.html,1
http://www.swaledaleroadrunners.co.uk/richmond-castle-10k.1,1
http://9779.info/%E4%BC%98%E7%A7%80%E5%8D%A1%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/,1
www.redflymarketing.com/blog/,1
tidyup.company,1
nooooooooooooooo.com,0
tgmissouri.com/,1
miniwebtool.com,0
facebook.com/group.php?gid=11481013540,1
starcline.net,0
http://www.honarcinema.com/index.php?view=article&catid=1:latest-news&id=4368:2012-09-29-09-48-58&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=1,1
poketoto.store,0
hww.ca,0
primeserv.com,0
www.bahadirelektronik.net/secure-ADremax.html,1
gfny.com,0
wmbs590.com/,1
hebgt.com,0
http://distractify.com/post/related/id/55526ac84a0c4b6154d5da68/skip/20/limit/10/back/0,1
scribd.com/doc/55933743/Op-Ed-Politics-of-Liberal-Leadership-distract-from-real-Party-renewal-May-21-2011,1
vdi-nachrichten.com,0
magiccars.com,0
direct-link.net,0
ehow.com/about_6555958_film-executive-producer-job-description.html,1
http://5121188.com/yiyuanxiangguan/yuyueguahao/20141020/267.html,1
vellithiramusic.net/2011/03/game-2011-vbr-mp3-320kbps-hindi/,1
okeycar.com,0
lelscans.net,0
themandalamag.com/past.html,1
somogyim.hu,0
http://www.sandomenicoresidence.com/index.php?option=com_content&view=article&id=27&lang=en,1
reviews.io,0
ancestry.de,0
http://thenextweb.com/media/2015/05/12/verizon-is-buying-aol-for-4-4-billion-in-cash/gtm.js,1
unos.org,0
extremetube.com/gay/video/adam-russo-and-troy-michaels-59934,1
ericgerber.com/,1
nortechcss.com,0
clearent.net,0
livpure.com,0
wvhooligan.com/2011/10/24/12369/2011-expansion-draft-list-toronto-fc/,1
linkedin.com/in/mlrvpl,1
http://mic.com/articles/116370/avengers-stars-sexist-jokes-illustrate-a-major-problem-with-the-comic-book-industry,1
infomaniakusercontent.com,0
opelexpert.gr,0
bluemountainstateseason3episode1.webnode.com/,1
http://toyotagujranwala.com/index.php?option=com_content&view=article&id=81&Itemid=28,1
absoluteastronomy.com/topics/Holly_Black,1
cumberlandpioneers.com/volume2.html,1
www.angelfire.com/pa/mswlogoinfo/OOP.html,1
bdnameserver.com,0
agriculture.gov.au,0
76558paypal72417.techniicall.com/25276049332574246863?cmd=i5f6y516t5463656z556u446u5h636x5o596c4z5u5j4b676,1
formulastore.in.th,0
http://www.estetango.com/homepage.html,1
grandmastersoto.ning.com/profiles/blogs/woma-is-open-to-all-martial,1
http://www.berufungswege.de/fotogalerie/berufungswege-2010-2011/lebensraeume-25.html,1
getk2.org,0
http://104.248.53.72/Bleach.sparc,1
http://www.tpsofficefurniture.co.uk/executive-furniture/executive-seating,1
http://eu-chinadebtsolutions.com/index.php/en.1,1
care-vision.co.uk,0
segundafeb.com,0
aa30win.com,0
yell.ru,0
legacy.com/guestbook/herald/guestbook.aspx?n=andrew-degraffenreidt&pid=124646875&page=3,1
nfserver.net,0
freedownloadmanager.org,0
payserve.com,0
census-online.us/view/SCHIAFFINO/,1
dirtybirdusa.com,0
dj7871.cn,0
all-art.org,0
njjsdzswb.cn,0
igougo.com/attractions-reviews-b89122-Oakland-Oakland_Zoo.html,1
utc.city,0
ukiyo-e.org,0
wordiq.com/definition/Combat_Infantryman_Badge,1
hanco.pk,0
r7sec.com,0
http://metro.co.uk/2015/05/10/big-brother-2015-from-x-factor-stars-to-socialite-twins-meet-this-years-lineup-of-housemates-5189875/,1
http://contek.com.br/informativo/56-marco-2012.html,1
mountaindew.fi,0
zaq.jp,0
securehost.com,0
certification.about.com/od/articles/index_r.htm,1
http://www.prismpgh.org/component/events/index.html?task=view_detail&agid=128&year=2012&month=01&day=11,1
veromi.com/Edward-Coury.aspx,1
http://c9f44961.ngrok.io/virtualtourjuststealer_original.exe,1
http://84.38.130.153/johhhn.exe,1
http://www.motiv8.cz/manazerske-pribehy/blog.html,1
ecuabet.com,0
http://liegen-sitzen.de/kontakt,1
ehow.com/list_6045624_tours-montreal_-canada.html,1
adsvxpro.com,0
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=607&catid=5&Itemid=10,1
https://torentor.ru/fdsa/?premium=346532,1
http://www.bozz.com.br/Pingente-de-Celular.html,1
35jk.com,0
http://eng.valenki.by/images/stories/remax/index.htm,1
skistarshop.com,0
musicaddict.com/mp3/i-believe-nikki-yanofsky-free.html,1
svenskafik.se,0
godubai.com,0
helixstylez.com,1
www.lahey.com/other.htm,1
http://enriclloret.com/index.php?option=com_content&view=article&id=1&Itemid=2&lang=es,1
spoke.com/profiles/m5hT1nm,1
https://hollywoodlife.com/2010/02/25/avril-lavigne-dolce-gabbana-alice-in-wonderland-london-premiere-johnny-depp/,1
freeones.com/html/j_links/Jessica_Pare/,1
http://rubybrand.com/index.php?option=com_content&view=category&layout=blog&id=58&Itemid=120&lang=vi,1
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=zkszuoqus.battle.net/d3/en/index&amp;app=com-d3,1
casino927.site,0
http://paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch.danielscarberry.net/,1
wineissocial.com,0
recovery-help-centre20183101.000webhostapp.com,1
usidentify.com/l/turcotte,1
http://45.61.48.168/snype.arm4,1
communick.com,0
tsrocks.com/m/merle_haggard_texts/someday_well_look_back.html,1
http://distractify.com/post/related/id/5457e73d4a0c4b4a65fed9b0/skip/30/limit/10/back/0,1
