url,url_length,num_dots,num_slashes,num_hyphens,has_https,has_ip,kw_login,kw_verify,kw_update,kw_secure,kw_account,label
gmktec.com,10,1,0,0,0,0,0,0,0,0,0,0
baseball-almanac.com/players/player.php?p=fishesh01,51,2,2,1,0,0,0,0,0,0,0,1
www.avalanchepress.com/game1898.html,36,3,1,0,0,0,0,0,0,0,0,1
britannica.com/blogs/2011/09/disappearance-everett-ruess-5-questions-biographer-historian-philip-fradkin/,105,1,5,8,0,0,0,0,0,0,0,1
http://www.tanzeuro2011.de/index.php?option=com_content&view=article&id=57&Itemid=64,84,3,3,0,0,0,0,0,0,0,0,1
basebookie.com,14,1,0,0,0,0,0,0,0,0,0,0
new882.info,11,1,0,0,0,0,0,0,0,0,0,0
yakuza303login.live,19,1,0,0,0,0,1,0,0,0,0,0
ahi2000.com/studyzone,21,1,1,0,0,0,0,0,0,0,0,1
bussiness.08342.kingdream.kz/login-error.php?login=1063d5b5c554c81b3b2b425cde75e2ed,83,4,1,1,0,0,1,0,0,0,0,1
customprint.market,18,1,0,0,0,0,0,0,0,0,0,0
motownscuba.com/ekf6/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5577d49f623e760af396fbf7d94c9a121577d49f623e760af396fbf7d94c9a121,210,3,4,1,0,0,1,0,0,0,0,1
dcap.com,8,1,0,0,0,0,0,0,0,0,0,0
www.runascape.info/m=weblogin/loginform.php?mod=offence-appeal&ssl=0&des=1&expired=0&dest=account_history.ws,108,4,2,1,0,0,1,0,0,0,1,1
fvqvus.cn,9,1,0,0,0,0,0,0,0,0,0,0
bestbuyads.com,14,1,0,0,0,0,0,0,0,0,0,0
online4mba.net/category/mcgill-university,41,1,2,1,0,0,0,0,0,0,0,1
mehstg.com/fans.htm,19,2,1,0,0,0,0,0,0,0,0,1
kazirangauniversity.in,22,1,0,0,0,0,0,0,0,0,0,0
dktelecom.net.br,16,2,0,0,0,0,0,0,0,0,0,0
eads.com,8,1,0,0,0,0,0,0,0,0,0,0
bjsd88.cn,9,1,0,0,0,0,0,0,0,0,0,0
twitter.com/Lola_NoBunny,24,1,1,0,0,0,0,0,0,0,0,1
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=211&lang=,96,2,5,0,0,0,0,0,0,0,0,1
http://www.philharmonia-chor-stuttgart.de/konzerte/vorschau/140-samstag-9-februar-2013-19-uhr,93,2,5,8,0,0,0,0,0,0,0,1
amazon.com/s?ie=UTF8&rh=n%3A163856011%2Ck%3ABobby%20Breen&page=1,64,1,1,0,0,0,0,0,0,0,0,1
fb-market-place-nissan10101388342.000webhostapp.com,51,2,0,3,0,0,0,0,0,0,0,1
canadaonline.about.com/od/federalliberals/p/stephanedion.htm,60,3,4,0,0,0,0,0,0,0,0,1
imcgrupo.com,12,1,0,0,0,0,0,0,0,0,0,0
core12.ru,9,1,0,0,0,0,0,0,0,0,0,0
hfboards.com/showthread.php?t=681077,36,2,1,0,0,0,0,0,0,0,0,1
shark-helmets.com,17,1,0,1,0,0,0,0,0,0,0,0
www.luciodiaenoite.com.br/novosite/admin/indo.php,49,4,3,0,0,0,0,0,0,0,0,1
http://www.wsnc.org.au/component/jcalpro/view/1188,50,3,6,0,0,0,0,0,0,0,0,1
videocdnmetrika50.com,21,1,0,0,0,0,0,0,0,0,0,0
dawgpounddaily.com/2011/09/20/around-the-nfl-kansas-city-chiefs-debacle-reminiscent-of-2008-browns/,99,1,5,10,0,0,0,0,0,0,0,1
bloodyelbow.com/2011/8/19/2372745/from-american-top-teams-weblog-a-few-fighters-treat-the-camera-to-an,102,1,5,12,0,0,0,0,0,0,0,1
sprintcenter.com/,17,1,1,0,0,0,0,0,0,0,0,1
finance.yahoo.com/q?s=cedc,26,2,1,0,0,0,0,0,0,0,0,1
rafoc.org/,10,1,1,0,0,0,0,0,0,0,0,1
answers.com/topic/the-other-boleyn-girl-film-1,46,1,2,5,0,0,0,0,0,0,0,1
leaguelineup.com/welcome.asp?url=cysl-soccer,44,2,1,1,0,0,0,0,0,0,0,1
sfvalleyflowers.com/,20,1,1,0,0,0,0,0,0,0,0,1
m77casino6.digital,18,1,0,0,0,0,0,0,0,0,0,0
nickels-design.de/ja/big/df2g43dfg3df1g1d51gr51g5d11gf2d231g5fd5g5df5g5dfgdfdhsrdsfsd1fsd1f1sdf2sd1f21sd231f3s2d1f2ds1fd2s1f2sd13f21s3d21f23sd1f21sd21f2sd12f1se51f5e1f51s32d1f21sd21f2e1f212s121f21e21f15se151fa3d2sa1d23w15a64d8wa4d8aw49d45sa432d18a94d4wa86465s4d89wa4d748/,271,1,4,1,0,0,0,0,0,0,0,1
book.bestwestern.com/bestwestern/US/CA/Beaumont-hotels/BEST-WESTERN-El-Rancho-Motor-Inn/Hotel-Overview.do?propertyCode=05300,124,3,6,7,0,0,0,0,0,0,0,1
kevinobrienbooks.com/bio.html,29,2,1,0,0,0,0,0,0,0,0,1
metrolyrics.com/shell-be-comin-round-the-mountain-lyrics-john-denver.html,73,2,1,8,0,0,0,0,0,0,0,1
footland.dz,11,1,0,0,0,0,0,0,0,0,0,0
http://elcomercio.pe/tvmas/farandula/milett-figueroa-no-hablara-mas-su-video-intimo-noticia-1810997?flsm=1&ref=portada_home&ft=mod_tvmas&e=titulo,145,1,5,9,0,0,0,0,0,0,0,1
http://www.italy-itf.com/index.php?option=com_content&view=article&id=101&Itemid=105,84,3,3,1,0,0,0,0,0,0,0,1
uwo.ca,6,1,0,0,0,0,0,0,0,0,0,0
tools.ietf.org/html/rfc3596,27,2,2,0,0,0,0,0,0,0,0,1
didacto.com,11,1,0,0,0,0,0,0,0,0,0,0
medlibrary.org/medwiki/7th_Infantry_Regiment_(United_States),60,1,2,0,0,0,0,0,0,0,0,1
ducks.nhl.com/club/player.htm?id=8474644,40,3,2,0,0,0,0,0,0,0,0,1
http://www.liderplan.com/consultoria/diseno-e-imagen-corporativa?tmpl=component&print=1&page=,93,2,4,3,0,0,0,0,0,0,0,1
radio.cz,8,1,0,0,0,0,0,0,0,0,0,0
http://221.210.211.13:52030/Mozi.m,34,4,3,0,0,0,0,0,0,0,0,1
www.cs.arizona.edu/patterns/weaving/books/sa_dict_7.pdf,55,4,4,0,0,0,0,0,0,0,0,1
smartscf.cn,11,1,0,0,0,0,0,0,0,0,0,0
propagation.net,15,1,0,0,0,0,0,0,0,0,0,0
http://creche-hermonville.com/index.php?option=com_content&view=article&id=70&Itemid=79&fontstyle=f-default,107,2,3,2,0,0,0,0,0,0,0,1
http://www.beckundbrauchle.de/x.txt,35,3,3,0,0,0,0,0,0,0,0,1
quick.com.br,12,2,0,0,0,0,0,0,0,0,0,0
yelp.com/biz/william-crow-jewelry-denver,40,1,2,3,0,0,0,0,0,0,0,1
http://dualphone.cz/dualphone-3088-fotogalerie/4-dualphone-3088-fotogalerie/detail/45-9999?tmpl=component&phocadownload=1,121,1,6,6,0,0,0,0,0,0,0,1
3xkod.com,9,1,0,0,0,0,0,0,0,0,0,0
serwer07.pl,11,1,0,0,0,0,0,0,0,0,0,0
jff03jfkmem349fjvd.blogspot.com/,32,2,1,0,0,0,0,0,0,0,0,1
bmw-abudhabi.com,16,1,0,1,0,0,0,0,0,0,0,0
ftrans05.com,12,1,0,0,0,0,0,0,0,0,0,0
c4wrestling.com/community/index.php?topic=1015.10,49,3,2,0,0,0,0,0,0,0,0,1
http://extrememortgagesolutions.com.au/about-us.html,52,3,3,1,0,0,0,0,0,0,0,1
arguscarhire.com,16,1,0,0,0,0,0,0,0,0,0,0
greatschools.org/arkansas/trumann/,34,1,3,0,0,0,0,0,0,0,0,1
etadbir.com,11,1,0,0,0,0,0,0,0,0,0,0
www.cambridge.org/uk/catalogue/catalogue.asp?isbn=0521392675,60,3,3,0,0,0,0,0,0,0,0,1
pedalmag.com/?p=143181&c,24,1,1,0,0,0,0,0,0,0,0,1
en.wikipedia.org/wiki/A_Man_and_His_Music_%2B_Ella_%2B_Jobim,60,2,2,0,0,0,0,0,0,0,0,1
discerningassets.com,20,1,0,0,0,0,0,0,0,0,0,0
9c01r.cn,8,1,0,0,0,0,0,0,0,0,0,0
allmoviephoto.com/c/JamesWoods.html,35,2,2,0,0,0,0,0,0,0,0,1
en.wikipedia.org/wiki/Handsome_Furs,35,2,2,0,0,0,0,0,0,0,0,1
hljfkw.cn,9,1,0,0,0,0,0,0,0,0,0,0
webtest.net,11,1,0,0,0,0,0,0,0,0,0,0
psce.pw,7,1,0,0,0,0,0,0,0,0,0,0
cheapflights.com,16,1,0,0,0,0,0,0,0,0,0,0
diefalsche9.de,14,1,0,0,0,0,0,0,0,0,0,0
seventeen.com/entertainment/features/tyler-blackburn-interview,62,1,3,2,0,0,0,0,0,0,0,1
http://txellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1/webscr.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0,243,2,7,2,0,0,1,0,0,0,0,1
jogger.pl,9,1,0,0,0,0,0,0,0,0,0,0
shopcenter.bg,13,1,0,0,0,0,0,0,0,0,0,0
seisim.com,10,1,0,0,0,0,0,0,0,0,0,0
wineanddesign.com,17,1,0,0,0,0,0,0,0,0,0,0
maximediaproductions.com/mceuen/johnmceuen_guit.html,52,2,2,0,0,0,0,0,0,0,0,1
zhspfw.com,10,1,0,0,0,0,0,0,0,0,0,0
opapi.win,9,1,0,0,0,0,0,0,0,0,0,0
medika7c7.com,13,1,0,0,0,0,0,0,0,0,0,0
nemopix.xyz,11,1,0,0,0,0,0,0,0,0,0,0
invisionpower.com,17,1,0,0,0,0,0,0,0,0,0,0
http://www.yzsyedu.com/detail.aspx?typeid=14,44,3,3,0,0,0,0,0,0,0,0,1
people.famouswhy.com/jill_schoelen/,35,2,2,0,0,0,0,0,0,0,0,1
cloudhq-mkt3.net,16,1,0,1,0,0,0,0,0,0,0,0
vinoscalyptra.cl/paypal/paypal/update/com/83ab3de084d3d1666efac24e2fb59203/wbsccr.php?amp;dispatchX85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655a4e1972cc55b7922a2ee7a74b58e8895a4e1972cc55b7922a2ee7a74b58e889&cmd=_Processing,241,2,6,0,0,0,0,0,1,0,0,1
wannonce.com,12,1,0,0,0,0,0,0,0,0,0,0
treehugger.com/files/2009/01/5-food-films-deserved-oscar-nomination.php,71,2,4,5,0,0,0,0,0,0,0,1
celebritymoviearchive.com/tour/name.php/1509,44,2,3,0,0,0,0,0,0,0,0,1
http://openup.nl/activiteiten/open-up-tour/festivals?vsig19_0=9,63,1,5,2,0,0,0,0,0,0,0,1
pros-aviationservices.com/,26,1,1,1,0,0,0,0,0,0,0,1
officialgazette.gov.ph,22,2,0,0,0,0,0,0,0,0,0,0
http://www.knaul-beyer.de/index.php?option=com_content&view=article&id=57&Itemid=62,83,3,3,1,0,0,0,0,0,0,0,1
kompass.com/guide_gs53_en_ww/manufacturing-1.html,49,2,2,1,0,0,0,0,0,0,0,1
blog.lib.umn.edu/raim0007/wost3307/4_women_of_color_filmmakers/,63,3,4,0,0,0,0,0,0,0,0,1
http://www.nubiafarias.com/v1/index.php?view=article&catid=2:servicos&id=7:orientacao-profissional&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=8,170,3,4,1,0,0,0,0,0,0,0,1
revasolar.ro/~glossysp/wp-includes/js/www/secure.paypal/index.html,66,3,6,1,0,0,0,0,0,1,0,1
zillow.com/homes/for_sale/River-Market-Kansas-City-MO/,54,1,4,4,0,0,0,0,0,0,0,1
http://www.escolareiarthur.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=06&catids=84|92&Itemid=29,131,5,3,0,0,0,0,0,0,0,0,1
mybutchershoppe.com/,20,1,1,0,0,0,0,0,0,0,0,1
http://www.apple-launcher.com/sd/appleids/store/confirm/sir/mlle/mc/cdop/upple/true/false/pass-true/store-usa/08f3c476748a0392b1bc5ec6a4da6086/,143,2,17,3,0,0,0,0,0,0,0,1
gooob.com,9,1,0,0,0,0,0,0,0,0,0,0
thedrardisshow.com,18,1,0,0,0,0,0,0,0,0,0,0
www.centralconnector.com/GAMES/fob.html,39,3,2,0,0,0,0,0,0,0,0,1
bipandgo.com,12,1,0,0,0,0,0,0,0,0,0,0
journyx.com,11,1,0,0,0,0,0,0,0,0,0,0
fm-kyoto.jp,11,1,0,1,0,0,0,0,0,0,0,0
ucngame.com,11,1,0,0,0,0,0,0,0,0,0,0
nbcsandiego.com,15,1,0,0,0,0,0,0,0,0,0,0
lotusarise.com,14,1,0,0,0,0,0,0,0,0,0,0
https://code.jivosite.com/widget/rowHBLFXlj,43,2,4,0,1,0,0,0,0,0,0,1
jujusk.com,10,1,0,0,0,0,0,0,0,0,0,0
smartads.tech,13,1,0,0,0,0,0,0,0,0,0,0
nic.pub,7,1,0,0,0,0,0,0,0,0,0,0
mo84.ru,7,1,0,0,0,0,0,0,0,0,0,0
digital.lib.csus.edu/curr/,26,3,2,0,0,0,0,0,0,0,0,1
dragonball.wikia.com/wiki/Aoi_Kimidori,38,2,2,0,0,0,0,0,0,0,0,1
thecanadianencyclopedia.com/PrinterFriendly.cfm?Params=A1ARTA0002887,68,2,1,0,0,0,0,0,0,0,0,1
atlaspro.in,11,1,0,0,0,0,0,0,0,0,0,0
baofyy10.tv,11,1,0,0,0,0,0,0,0,0,0,0
pokepara-tainew.jp,18,1,0,1,0,0,0,0,0,0,0,0
jsonline.com/newswatch/131521743.html,37,2,2,0,0,0,0,0,0,0,0,1
genforum.genealogy.com/duquette/,32,2,2,0,0,0,0,0,0,0,0,1
newworldencyclopedia.org/entry/Bruno_Walter,43,1,2,0,0,0,0,0,0,0,0,1
ungava-adventures.com/en/trip-packages/caribou-hunting/caribou-hunting-in-northern-quebec,89,1,4,7,0,0,0,0,0,0,0,1
stockio.com,11,1,0,0,0,0,0,0,0,0,0,0
sozdik.kz,9,1,0,0,0,0,0,0,0,0,0,0
http://www.plumtreegolf.com/sejeal.jpg,38,3,3,0,0,0,0,0,0,0,0,1
freepick1.com/free-college-football-picks/nebraska-cornhuskers-vs-wisconsin-badgers-football-college-predictionsfree-college-football-pick-against-the-spread/,158,1,3,16,0,0,0,0,0,0,0,1
epctv.com/channels/CFTU-TV_(Ch_29)_Montreal-Online-Watch-1129.htm,65,2,2,4,0,0,0,0,0,0,0,1
linkedin.com/pub/dir/sue/downey,31,1,4,0,0,0,0,0,0,0,0,1
nurse.com,9,1,0,0,0,0,0,0,0,0,0,0
www.literature-study-online.com/essays/alice_video.html,55,3,2,2,0,0,0,0,0,0,0,1
http://couchtuner.eu.com/2014/08/anger-management-s2-e69-charlie-does-time-with-the-hot-warden.html,99,3,5,10,0,0,0,0,0,0,0,1
spoke.com/info/p8HfpBr/DanaNeilson,34,1,3,0,0,0,0,0,0,0,0,1
trexlive.me,11,1,0,0,0,0,0,0,0,0,0,0
faculty.babson.edu/reck/mis3570f99/syl3570f99.html,50,3,3,0,0,0,0,0,0,0,0,1
http://www.eca.edu.au/why-eca-continue/index.html,49,4,4,2,0,0,0,0,0,0,0,1
boatcast.jp,11,1,0,0,0,0,0,0,0,0,0,0
ns-services.net,15,1,0,1,0,0,0,0,0,0,0,0
bkktoy.com,10,1,0,0,0,0,0,0,0,0,0,0
pets.edu.vn,11,2,0,0,0,0,0,0,0,0,0,0
vietnamobile.com.vn,19,2,0,0,0,0,0,0,0,0,0,0
cliftoncameras.co.uk,20,2,0,0,0,0,0,0,0,0,0,0
dupemonkey.com/hotfile-avast-internet-security-5-0-594-final-cle-d-activation/139237,84,1,2,10,0,0,0,0,0,0,0,1
youtube.com/watch?v=NlxSzptVmKM,31,1,1,0,0,0,0,0,0,0,0,1
boston.com/yourtown/needham/articles/2009/08/23/married_couple_achieve_rare_oakley_cc_golf_feat/,96,1,8,0,0,0,0,0,0,0,0,1
searchserverapi.com,19,1,0,0,0,0,0,0,0,0,0,0
clicktoenjoy3.blogspot.com/,27,2,1,0,0,0,0,0,0,0,0,1
paypal.com-ca.cgi-bin.webscr.cmdflowsession.5evz-w6sy-2cv1um6beooyfoha0tgg1rj8mso2gsy6.wy3e7zoy6mq.msy-dispatch.5885d80a13c0db1f8e263663d3ee1bed6d43d.geeksundercover.com/paypal/paypal/e3e167fa18486787ea14b2ea75ec4925/,217,10,4,5,0,0,0,0,0,0,0,1
terminartors.com/artistprofile/Colescott_Robert,47,1,2,0,0,0,0,0,0,0,0,1
deidramarcus.com/,17,1,1,0,0,0,0,0,0,0,0,1
celebnextdoor.com/celebs/Keyshia-Cole/,38,1,3,1,0,0,0,0,0,0,0,1
teconis.com,11,1,0,0,0,0,0,0,0,0,0,0
e-ieppro7.com,13,1,0,1,0,0,0,0,0,0,0,0
multigamessl.com,16,1,0,0,0,0,0,0,0,0,0,0
handheldlib.blogspot.com/2005_03_01_handheldlib_archive.html#111158456878414207,79,3,1,0,0,0,0,0,0,0,0,1
sciencemuseumdiscovery.com/blogs/insight/electronic-musicians-wanted/,69,1,4,2,0,0,0,0,0,0,0,1
transmissioning.org/,20,1,1,0,0,0,0,0,0,0,0,1
evri.com/person/shaun-marcum-0x65713,36,1,2,2,0,0,0,0,0,0,0,1
buckeyeplanet.com/forum/professional-football/624110-cleveland-browns-2011-season.html,86,2,3,5,0,0,0,0,0,0,0,1
playbleachsr.com,16,1,0,0,0,0,0,0,0,0,0,0
cloudling.com.cn,16,2,0,0,0,0,0,0,0,0,0,0
ngoox.com,9,1,0,0,0,0,0,0,0,0,0,0
finance.yahoo.com/news/Quebecor-Media-Inc-Adoption-iw-1606207852.html,69,3,2,5,0,0,0,0,0,0,0,1
http://distractify.com/post/related/id/541831754a0c4bd3048b6a53/skip/20/limit/10/back/0,87,1,12,0,0,0,0,0,0,0,0,1
server-dns.com,14,1,0,1,0,0,0,0,0,0,0,0
aromatizarmayorista.com.ar,26,2,0,0,0,0,0,0,0,0,0,0
the-spin-off.com,16,1,0,2,0,0,0,0,0,0,0,0
vape60shop22.com,16,1,0,0,0,0,0,0,0,0,0,0
http://paypal-support-help-uk.com/,34,1,3,3,0,0,0,0,0,0,0,1
999xp.global,12,1,0,0,0,0,0,0,0,0,0,0
play0ad.com,11,1,0,0,0,0,0,0,0,0,0,0
gaydia.com/,11,1,1,0,0,0,0,0,0,0,0,1
myvalley.it,11,1,0,0,0,0,0,0,0,0,0,0
http://www.rauschlicht.de/index.php?option=com_mailto&tmpl=component&link=8c53867b891673e196387a0cab1c6036216a03bc,114,3,3,0,0,0,0,0,0,0,0,1
aboutfilm.com/movies/n/nedkelly.htm,35,2,3,0,0,0,0,0,0,0,0,1
http://xyqx168.com/images/?ref=http%3A%2F%2Ftbaoletus.battle.net%2Fd3%2Fen%2Findex,82,3,4,0,0,0,0,0,0,0,0,1
heathcrest.info,15,1,0,0,0,0,0,0,0,0,0,0
www.cdc.gov/niosh/topics/emres/business.html,44,3,4,0,0,0,0,0,0,0,0,1
i70.mobi/,9,1,1,0,0,0,0,0,0,0,0,1
lktransfer.com,14,1,0,0,0,0,0,0,0,0,0,0
http://www.familienbund.org/index.php?option=com_content&view=article&id=243:familien-brauchen-auch-mehr-zeit&catid=2:aktuelles&Itemid=23,137,3,3,4,0,0,0,0,0,0,0,1
qwertysqoncepts.com/2008/12/14/its-no-toyotathon-without-you/,61,1,5,4,0,0,0,0,0,0,0,1
telnet.sk,9,1,0,0,0,0,0,0,0,0,0,0
xyzbmojn.net,12,1,0,0,0,0,0,0,0,0,0,0
artistdirect.com/artist/seasick-steve/3862324,45,1,3,1,0,0,0,0,0,0,0,1
boots.com/en/Opticians/,23,1,3,0,0,0,0,0,0,0,0,1
austinkayak.com,15,1,0,0,0,0,0,0,0,0,0,0
eastsidegames.com,17,1,0,0,0,0,0,0,0,0,0,0
http://mylust.com/videos/69533/fat-ass-indian-mom-with-big-saggy-boobs-is-banged-hard-missionary-style/,103,1,6,12,0,0,0,0,0,0,0,1
rurutube.top,12,1,0,0,0,0,0,0,0,0,0,0
jigsaw.com/scid13870333/joseph_matzo.xhtml,42,2,2,0,0,0,0,0,0,0,0,1
tjhuayue.com.cn,15,2,0,0,0,0,0,0,0,0,0,0
myspace.com/columbus_short_fan_page,35,1,1,0,0,0,0,0,0,0,0,1
unboundmerino.com,17,1,0,0,0,0,0,0,0,0,0,0
bloguay.com/ttynvo/2011/11/13/howard-dully-online/,50,1,6,2,0,0,0,0,0,0,0,1
lineauno.pe,11,1,0,0,0,0,0,0,0,0,0,0
https://toulousa.com/omg/104EYJSFYHMS.exe,41,2,4,0,1,0,0,0,0,0,0,1
trimo-modularunits.com/contact/,31,1,2,1,0,0,0,0,0,0,0,1
linear1.org/mods/,17,1,2,0,0,0,0,0,0,0,0,1
appservicefeedback.com,22,1,0,0,0,0,0,0,0,0,0,0
http://hmbwgroup.com/wp-includes/js/tinymce/themes/modern/fr.exe,64,2,8,1,0,0,0,0,0,0,0,1
http://www.janes-lock.com.cn/product.asp?sortid=14,50,4,3,1,0,0,0,0,0,0,0,1
http://www.newstudy.net/community/Web_nList.aspx?page=2&acaidx=0&sflag=1&mflag=NOT&where_s=n_Sub&keyword_s=,107,3,4,0,0,0,0,0,0,0,0,1
cdc.gov/ncidod/EID/vol10no4/03-0343.htm,39,2,4,1,0,0,0,0,0,0,0,1
blastro.com/news/legendary-hieroglyphics-crew-announce-release-of-new-clothing-line.html/,89,2,3,8,0,0,0,0,0,0,0,1
lrsd.net/Schools/CJS/,21,1,3,0,0,0,0,0,0,0,0,1
ankarasigorta.com.tr,20,2,0,0,0,0,0,0,0,0,0,0
gashooters.com,14,1,0,0,0,0,0,0,0,0,0,0
epiwebservices.com,18,1,0,0,0,0,0,0,0,0,0,0
speednic.eu,11,1,0,0,0,0,0,0,0,0,0,0
centerfold.com/,15,1,1,0,0,0,0,0,0,0,0,1
123people.co.uk/s/charles+wilson,32,2,2,0,0,0,0,0,0,0,0,1
http://nguyentandung.org/quy-dinh-dat-ho-ten-va-chu-dem-khong-duoc-qua-25-chu-cai-la-vuot-hien-phap.html,104,2,3,17,0,0,0,0,0,0,0,1
jmsuc.cn,8,1,0,0,0,0,0,0,0,0,0,0
http://papillon-vole.fr/index.php?option=com_virtuemart&page=shop.browse&category_id=45&Itemid=22,97,3,3,1,0,0,0,0,0,0,0,1
ezygo.app,9,1,0,0,0,0,0,0,0,0,0,0
foruneneko14.com,16,1,0,0,0,0,0,0,0,0,0,0
http://www.attow.com.br/index.php/es/component/mailto/index.html?tmpl=component&link=8377a381981565f390b6b597558576f652902d09,125,5,7,0,0,0,0,0,0,0,0,1
motors.shop.ebay.com/Cars-Trucks-/6001/i.html?Make=Chevrolet&Model=El%2520Camino&_myi=1972%2C1971%2C1970%2C1969%2C1968%2C1967%2C1966%2C1965%2C1964,146,4,3,2,0,0,0,0,0,0,0,1
efhsband.com/,13,1,1,0,0,0,0,0,0,0,0,1
tweetmeme.com/story/78737902/cjad-player,40,1,3,1,0,0,0,0,0,0,0,1
cmt.com/artists/az/steele_jeffrey/artist.jhtml,46,2,4,0,0,0,0,0,0,0,0,1
ydentic.com,11,1,0,0,0,0,0,0,0,0,0,0
saber008.com,12,1,0,0,0,0,0,0,0,0,0,0
firmeninfo.at,13,1,0,0,0,0,0,0,0,0,0,0
http://www.szovetseg.eu/feladatok.php?name=hirek&file=article&sid=10,68,3,3,0,0,0,0,0,0,0,0,1
http://www.eendrachthummelo.nl/index.php?option=com_content&view=article&id=256:nieuwjaarsborrel-en-jubilarissen&catid=48:nieuws&Itemid=62,138,3,3,2,0,0,0,0,0,0,0,1
xvtc.cn,7,1,0,0,0,0,0,0,0,0,0,0
homepages.rootsweb.ancestry.com/%7Elheureux/lh1/d0072/g0000004.html,67,4,4,0,0,0,0,0,0,0,0,1
http://www.oratoriosanfelipeneri.com.mx/parroquia-s-b/san-jose.html,67,4,4,3,0,0,0,0,0,0,0,1
vardagsperspektiv.se,20,1,0,0,0,0,0,0,0,0,0,0
ethiopianreview.com/forum/viewtopic.php?f=2&t=19096,51,2,2,0,0,0,0,0,0,0,0,1
hotel-emshof.de,15,1,0,1,0,0,0,0,0,0,0,1
firstranker.com,15,1,0,0,0,0,0,0,0,0,0,0
brokencontrollers.com/hometownstations-com-wlio-lima-oh-news-weather-sportsno-16-bama-tops-wichita-st-to-gain-tip-off-t33237484.php,131,2,1,17,0,0,0,0,0,0,0,1
www.firdalej.waw.pl/wp-content/uploads/2012/10/start.do.html,60,5,5,1,0,0,0,0,0,0,0,1
ansi.org,8,1,0,0,0,0,0,0,0,0,0,0
en.wikipedia.org/wiki/Wanda_Hendrix,35,2,2,0,0,0,0,0,0,0,0,1
http://allegro.pl/listing/listing.php?id=8845&order=m&string=%7Bstring%7D&bmatch=seng-ps-mp-p-sm-isqm-2-e-0402,110,2,4,8,0,0,0,0,0,0,0,1
http://www.smk86.ru/index.php,29,3,3,0,0,0,0,0,0,0,0,1
irccloud.com,12,1,0,0,0,0,0,0,0,0,0,0
hotelplanner.com/Hotels/15940-NEAR-Athens-Concert-Hall-Megaron-Moussikis,72,1,2,6,0,0,0,0,0,0,0,1
ziraat-2018mobilinternetsubem.com,33,1,0,1,0,0,0,0,0,0,0,1
ramavps.com,11,1,0,0,0,0,0,0,0,0,0,0
fjbj.com.cn,11,2,0,0,0,0,0,0,0,0,0,0
pelisplus2.legal,16,1,0,0,0,0,0,0,0,0,0,0
celebs.softrecipe.com/Michele-Scarabelli.html,45,3,1,1,0,0,0,0,0,0,0,1
sickkids.ca,11,1,0,0,0,0,0,0,0,0,0,0
optaim.com,10,1,0,0,0,0,0,0,0,0,0,0
lead411.com/company_NorwaySavingsBank_Harmon_20235.html,55,2,1,0,0,0,0,0,0,0,0,1
pestcontrolexterminator.net/countries/united-states/bed-bug-registry-state-rhode-island.html,92,2,3,6,0,0,0,0,0,0,0,1
http://www.sikobv.eu/nl/component/content/article/2-voorpagina-tab/118-ml.html,78,3,8,3,0,0,0,0,0,0,0,1
katemobile.ru,13,1,0,0,0,0,0,0,0,0,0,0
cwer.ws,7,1,0,0,0,0,0,0,0,0,0,0
rbreezy.xyz,11,1,0,0,0,0,0,0,0,0,0,0
eporcha.info,12,1,0,0,0,0,0,0,0,0,0,0
signin.eby.de.7ki9g1ihnvzqsos.civpro.co.za,42,6,0,0,0,0,0,0,0,0,0,1
vancenurkala.com/Drum_resume.html,33,2,1,0,0,0,0,0,0,0,0,1
farmacing.es,12,1,0,0,0,0,0,0,0,0,0,0
todalaprensa.com,16,1,0,0,0,0,0,0,0,0,0,0
legendusashirt.com,18,1,0,0,0,0,0,0,0,0,0,0
www.cheviotsheep.org/society/index.html,39,3,2,0,0,0,0,0,0,0,0,1
monsterpreps.com/high-schools/paul-m-hodgson-vocational-technical-high-school-newark.htm,88,2,2,8,0,0,0,0,0,0,0,1
tristatefoliagewonder.com/updateaol.com/updateaol/login.psp.htm,63,4,3,0,0,0,1,0,1,0,0,1
pishposhpaints.com/search-by-artist/issacher-ber-ryback-1.html,62,2,2,5,0,0,0,0,0,0,0,1
ipcoco.cn,9,1,0,0,0,0,0,0,0,0,0,0
swojskiwyrob.pl,15,1,0,0,0,0,0,0,0,0,0,0
evri.com/organization/naval-air-force-0x54ea7d,46,1,2,3,0,0,0,0,0,0,0,1
judgeangelaking.net/,20,1,1,0,0,0,0,0,0,0,0,1
24ora.com,9,1,0,0,0,0,0,0,0,0,0,0
backpacks4less.com,18,1,0,0,0,0,0,0,0,0,0,0
www.silverleon.com/~amfaceli/webscr.php,39,3,2,0,0,0,0,0,0,0,0,1
